# "The 3DSC_MP without SOAP and MAGPIE columns. Generated on 2022-06-20 15:27:51.274346 by the script <ipython-input-27-76d8ce743270>."
formula_sc,formula_similarity,totreldiff,formula_frac,correct_formula_frac,formula_2,orig_formula_cif,tc,sc_class,sc_class_unique_sc,norm_formula_sc,chemical_composition_sc,num_elements_sc,origin_sc,old_formula_sc,database_id_2,original_formula_2,chemical_composition_2,norm_formula_2,spacegroup_2,crystal_system_2,lata_2,latb_2,latc_2,cif,original_cif_2,material_id_2,band_gap_2,band_structure_2,created_at_2,density_2,doi_2,doi_bibtex_2,dos_2,e_above_hull_2,efermi_2,encut_2,energy_2,energy_per_atom_2,exp_2,final_energy_2,final_energy_per_atom_2,formation_energy_per_atom_2,has_2,has_bandstructure_2,icsd_ids_2,is_ordered_2,last_updated_2,magnetic_type_2,nsites_2,ntask_ids_2,original_task_id_2,oxide_type_2,pretty_formula_2,pseudo_potential_2,reduced_cell_formula_2,run_type_2,task_id_2,task_ids_2,total_magnetization_2,unit_cell_formula_2,cell_volume_2,warnings_2,ordering_2,is_magnetic_2,exchange_symmetry_2,num_unique_magnetic_sites_2,magmoms_2,total_magnetization_normalized_vol_2,total_magnetization_normalized_formula_units_2,num_magnetic_sites_2,true_total_magnetization_2,origin_2,cif_before_synthetic_doping,synth_doped,Reason for exclusion,graph,crystal_temp_2,no_crystal_temp_given_2,point_group_2,cubic,hexagonal,monoclinic,orthorhombic,tetragonal,triclinic,trigonal,primitive,base-centered,body-centered,face-centered,weight
C1Mg0.9Ni3Zn0.1,2,0.0399999999999999,1.0,True,C1Mg0.9Ni3Zn0.1,C1Mg1Ni3,4.5,Other,True,C20Mg18Ni60Zn2,C-Mg-Ni-Zn,4,Supercon,Mg0.9Zn0.1C1Ni3,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg0.9Ni3Zn0.1-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg0.9Ni3Zn0.1-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Mn0.01Ni2.99,2,0.0039999999999999,1.0,True,C1Mg1Mn0.01Ni2.99,C1Mg1Ni3,0.0,Other,True,C20Mg20Mn0.2Ni59.8,C-Mg-Mn-Ni,4,Supercon,Mg1C1Ni2.99Mn0.01,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Mn0.01Ni2.99-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Mn0.01Ni2.99-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Mn0.03Ni2.97,2,0.0119999999999999,1.0,True,C1Mg1Mn0.03Ni2.97,C1Mg1Ni3,0.0,Other,True,C20Mg20Mn0.6Ni59.4,C-Mg-Mn-Ni,4,Supercon,Mg1C1Ni2.97Mn0.03,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Mn0.03Ni2.97-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Mn0.03Ni2.97-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Mn0.05Ni2.95,2,0.0199999999999999,1.0,True,C1Mg1Mn0.05Ni2.95,C1Mg1Ni3,0.0,Other,True,C20Mg20Mn1Ni59,C-Mg-Mn-Ni,4,Supercon,Mg1C1Ni2.95Mn0.05,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Mn0.05Ni2.95-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Mn0.05Ni2.95-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.7Ru0.3,3,0.1199999999999999,1.0,True,C1Mg1Ni2.7Ru0.3,C1Mg1Ni3,2.8,Other,True,C20Mg20Ni54Ru6,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.7Ru0.3,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.7Ru0.3-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.7Ru0.3-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.8Ru0.2,3,0.08,1.0,True,C1Mg1Ni2.8Ru0.2,C1Mg1Ni3,3.48,Other,True,C20Mg20Ni56Ru4,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.8Ru0.2,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.8Ru0.2-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.8Ru0.2-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.934Ru0.066,2,0.0263999999999999,1.0,True,C1Mg1Ni2.934Ru0.066,C1Mg1Ni3,5.6,Other,True,C20Mg20Ni58.68Ru1.32,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.934Ru0.066,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.934Ru0.066-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.934Ru0.066-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.967Ru0.033,2,0.0132000000000002,1.0,True,C1Mg1Ni2.967Ru0.033,C1Mg1Ni3,6.1,Other,True,C20Mg20Ni59.34Ru0.66,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.967Ru0.033,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.967Ru0.033-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.967Ru0.033-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.98Ru0.02,2,0.008,1.0,True,C1Mg1Ni2.98Ru0.02,C1Mg1Ni3,6.51,Other,True,C20Mg20Ni59.6Ru0.4,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.98Ru0.02,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.98Ru0.02-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.98Ru0.02-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.995Ru0.005,2,0.0019999999999999,1.0,True,C1Mg1Ni2.995Ru0.005,C1Mg1Ni3,6.92,Other,True,C20Mg20Ni59.9Ru0.1,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.995Ru0.005,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.995Ru0.005-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.995Ru0.005-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.99Ru0.01,2,0.0039999999999999,1.0,True,C1Mg1Ni2.99Ru0.01,C1Mg1Ni3,6.715,Other,True,C20Mg20Ni59.8Ru0.2,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.99Ru0.01,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.99Ru0.01-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.99Ru0.01-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
C1Mg1Ni2.9Ru0.1,2,0.04,1.0,True,C1Mg1Ni2.9Ru0.1,C1Mg1Ni3,4.72,Other,True,C20Mg20Ni58Ru2,C-Mg-Ni-Ru,4,Supercon,Mg1C1Ni2.9Ru0.1,MP-mp-10700,Mg1Ni3C1,C-Mg-Ni,C20Mg20Ni60,P m -3 m,cubic,3.810209,3.810209,3.810209,data/final/MP/cifs/C1Mg1Ni2.9Ru0.1-MP-mp-10700-synth_doped.cif,data/source/MP/raw/cifs/mp-10700.cif,mp-10700,0.0,,2011-05-28 10:04:44,6.376007671789427,10.17188/1187303,"@misc{osti_1187303,
    author = ""Persson, Kristin"",
    title = ""Materials Data on MgNi3C (SG:221) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1187303"",
    place = ""United States"",
    year = ""2015"",
    month = ""2"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1678621'}},0.0,6.64260176,520.0,-28.85099542,-5.770199084,{'tags': ['Magnesium nickel carbide (1/3/1)']},-28.85099542,-5.770199084,-0.1367049259999994,"['xas', 'elasticity', 'bandstructure']",True,[77152],True,2021-05-12 10:56:10.715000,NM,5,8,mp-10700,None,MgNi3C,"{'functional': 'PBE', 'labels': ['Mg_pv', 'Ni_pv', 'C'], 'pot_type': 'paw'}","{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",GGA,mp-10700,"['mp-927245', 'mp-927653', 'mp-911184', 'mp-10700', 'mp-1438083', 'mp-1678621', 'mp-1791467', 'mp-1591421']",0.0387875,"{'Mg': 1.0, 'Ni': 3.0, 'C': 1.0}",55.31544309398296,[],NM,False,221,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0007012056277683,0.0387875,0,0.0387875,MP,data/source/MP/cleaned/cifs/MP-mp-10700.cif,True,,data/final/MP/graphs/C1Mg1Ni2.9Ru0.1-MP-mp-10700-synth_doped.json,0,True,m-3m,6,0,0,0,0,0,0,1,0,0,0,1.0
